id,author,community,alpha,beta
31,alfredo tirado-ramos_pers/10,15,1.0,0.10
32,allen d. malony_pers/32,8,1.0,0.10
33,andreas hoffmann 0003_pers/3,31,1.0,0.10
34,andreas hofmann_pers/3,31,1.0,0.10
35,andreas hoheisel_pers/11,6,1.0,0.10
36,andreas knüpfer_pers/29,9,1.0,0.10
37,andreas reuter 0001_pers/9,30,1.0,0.10
38,andreas schmidt_pers/29,9,1.0,0.10
39,andrei v. malevsky_pers/2,13,1.0,0.10
40,andrzej broda_pers/28,10,1.0,0.10
41,andrzej czyzewski_pers/23,14,1.0,0.10
42,andrzej eilmes_pers/23,14,1.0,0.10
43,andrzej milenin_pers/23,14,1.0,0.10
44,andrzej olszewski_pers/23,14,1.0,0.10
45,andrzej opalinski_pers/27,27,1.0,0.10
46,andrzej ozieblo_pers/23,14,1.0,0.10
47,andrzej urbanik_pers/2,13,1.0,0.10
48,andrzej zbigniew maksymowicz_pers/4,17,1.0,0.10
49,andrés gómez-tato_pers/11,6,1.0,0.10
50,anne-mieke vandamme_pers/10,15,1.0,0.10
51,anthony sulistio_pers/10,15,1.0,0.10
52,antoni cyz_pers/23,14,1.0,0.10
53,arkadiusz gil_pers/27,27,1.0,0.10
54,arkadiusz janik_pers/25,21,1.0,0.10
55,arkadiusz kuboszek_pers/5,29,1.0,0.10
56,arkadiusz z. dudek_pers/26,20,1.0,0.10
57,arndt bode_pers/32,8,1.0,0.10
58,artur andrzejak_pers/13,25,1.0,0.10
59,artur binczewski_pers/23,14,1.0,0.10
60,b. j. broekhuijsen_pers/18,26,1.0,0.10
61,b. p. gouldby_pers/18,26,1.0,0.10
62,b. podsiadlo-kleinrok_pers/2,13,1.0,0.10
63,b_key/1,2,1.0,0.10
64,bartek palak_pers/23,14,1.0,0.10
65,bartlomiej balcerek_pers/23,14,1.0,0.10
66,bartlomiej labno_pers/17,12,1.0,0.10
67,bartlomiej patrzyk_pers/17,12,1.0,0.10
68,bartosz balis_pers/10,15,1.0,0.10
69,bartosz bosak_pers/10,15,1.0,0.10
70,bartosz kowalczyk_pers/27,27,1.0,0.10
71,bartosz kowalewski_pers/4,17,1.0,0.10
72,bartosz kryza_pers/5,29,1.0,0.10
73,bartosz kwolek_pers/25,21,1.0,0.10
74,bartosz minch_pers/26,20,1.0,0.10
75,bartosz szafran_pers/27,27,1.0,0.10
76,bartosz wilk_pers/10,15,1.0,0.10
77,benjamin j. kadlec_pers/30,1,1.0,0.10
78,benjamin satzger_pers/13,25,1.0,0.10
79,benny sowell_pers/21,19,1.0,0.10
80,bernhard lang_pers/18,26,1.0,0.10
81,bob hertzberger_pers/18,26,1.0,0.10
82,bogna blaszczyk_pers/27,27,1.0,0.10
83,branislav borovac_pers/29,9,1.0,0.10
84,breanndán ó nualláin_pers/10,15,1.0,0.10
85,carles bona-casas_pers/10,15,1.0,0.10
86,cees de laat_pers/18,26,1.0,0.10
87,cees t. a. m. de laat_pers/18,26,1.0,0.10
88,cesar r. s. da silva_pers/21,19,1.0,0.10
89,charles a. boucher_pers/10,15,1.0,0.10
90,chris borckholder_pers/16,18,1.0,0.10
91,christian uebing_pers/29,9,1.0,0.10
92,christof klausecker_pers/29,9,1.0,0.10
93,christoph hellweg_pers/3,31,1.0,0.10
94,christopher brown 0002_pers/27,27,1.0,0.10
95,cinzia cappiello_pers/13,25,1.0,0.10
96,claudia gold_pers/3,31,1.0,0.10
97,clemens harlfinger_pers/3,31,1.0,0.10
98,cécile piret_pers/30,1,1.0,0.10
99,damian kosc_pers/22,28,1.0,0.10
100,dan kigelman_pers/21,19,1.0,0.10
101,daniel harezlak_pers/10,15,1.0,0.10
102,daniel krzywicki_pers/27,27,1.0,0.10
103,daniel lorenz 0001_pers/32,8,1.0,0.10
104,daniel nolte_pers/18,26,1.0,0.10
105,daniel rodríguez_pers/29,9,1.0,0.10
106,dario ruiz lopez_pers/16,18,1.0,0.10
107,dariusz król 0002_pers/10,15,1.0,0.10
108,dariusz tasak_pers/6,7,1.0,0.10
109,dariusz zbik_pers/9,30,1.0,0.10
110,dat t. nguyen_pers/28,10,1.0,0.10
111,david a. sanchez_pers/30,1,1.0,0.10
112,david a. van de vijver_pers/10,15,1.0,0.10
113,david a. yuen_pers/30,1,1.0,0.10
114,david coster_pers/10,15,1.0,0.10
115,david k. kahaner_pers/30,1,1.0,0.10
116,david l. george_pers/30,1,1.0,0.10
117,dawid dworak_pers/27,27,1.0,0.10
118,dawid kurzyniec_pers/11,6,1.0,0.10
119,debbi chen_pers/30,1,1.0,0.10
120,debora testi_pers/16,18,1.0,0.10
121,denis caromel_pers/9,30,1.0,0.10
122,dennis hoppe_pers/10,15,1.0,0.10
123,derek groen_pers/10,15,1.0,0.10
124,derrick kondo_pers/13,25,1.0,0.10
125,dieter kranzlmüller_pers/9,30,1.0,0.10
126,dineke frentz_pers/10,15,1.0,0.10
127,dmitry vasunin_pers/18,26,1.0,0.10
128,dmitry vasyunin_pers/18,26,1.0,0.10
129,domenico talia_pers/9,30,1.0,0.10
130,dominik dziok_pers/24,4,1.0,0.10
131,dominik stoklosa_pers/23,14,1.0,0.10
132,dorota stojda_pers/23,14,1.0,0.10
133,dániel drótos_pers/15,5,1.0,0.10
134,edward nawarecki_pers/27,27,1.0,0.10
135,elzbieta richter-was_pers/11,6,1.0,0.10
136,eric lorenz_pers/10,15,1.0,0.10
137,erik o. d. sevre_pers/30,1,1.0,0.10
138,ernesto coto_pers/16,18,1.0,0.10
139,erwin laure_pers/9,30,1.0,0.10
140,eryk ciepiela_pers/10,15,1.0,0.10
141,evan f. bollig_pers/21,19,1.0,0.10
142,ewa deelman_pers/9,30,1.0,0.10
143,ewa matczynska_pers/22,28,1.0,0.10
144,eyuphan bulut_pers/7,16,1.0,0.10
145,f. i. rusadi_pers/18,26,1.0,0.10
146,fabien dubuffet_pers/21,19,1.0,0.10
147,fabio polticelli_pers/22,28,1.0,0.10
148,fabrizio gagliardi_pers/9,30,1.0,0.10
149,farrukh salim shaikh_pers/3,31,1.0,0.10
150,filip pomanski_pers/22,28,1.0,0.10
151,filip szura_pers/5,29,1.0,0.10
152,francesco nerieri_pers/11,6,1.0,0.10
153,francisco fernandez rivera_pers/11,6,1.0,0.10
154,frank berretz_pers/18,26,1.0,0.10
155,frank dopatka_pers/15,5,1.0,0.10
156,françoise baude_pers/10,15,1.0,0.10
157,g. dick van albada_pers/18,26,1.0,0.10
158,g. s. shirshov_pers/18,26,1.0,0.10
159,ganeshwara herawan hananda putra_pers/18,26,1.0,0.10
160,gerben klaas dirk de vries_pers/18,26,1.0,0.10
161,giovanni minervini_pers/22,28,1.0,0.10
162,giuseppe evangelista_pers/22,28,1.0,0.10
163,gordon erlebacher_pers/21,19,1.0,0.10
164,grady barrett wright_pers/30,1,1.0,0.10
165,grazyna skiba_pers/27,27,1.0,0.10
166,grzegorz dobrowolski_pers/27,27,1.0,0.10
167,grzegorz dyk_pers/10,15,1.0,0.10
168,grzegorz kaplita_pers/24,4,1.0,0.10
169,grzegorz mlynarczyk_pers/10,15,1.0,0.10
170,gábor dózsa_pers/15,5,1.0,0.10
171,hailing liu_pers/30,1,1.0,0.10
172,hamideh afsarmanesh_pers/18,26,1.0,0.10
173,han rauwerda_pers/18,26,1.0,0.10
174,han zhang_pers/7,16,1.0,0.10
175,hans j. w. spoelder_pers/18,26,1.0,0.10
176,hawzhin hozhabr pour_pers/15,5,1.0,0.10
177,hawzhin hozhabrpour_pers/15,5,1.0,0.10
178,henri e. bal_pers/18,26,1.0,0.10
179,henrik eichenhardt_pers/29,9,1.0,0.10
180,henryk palka_pers/23,14,1.0,0.10
181,hiroki senshu_pers/30,1,1.0,0.10
182,hong linh truong 0001_pers/11,6,1.0,0.10
183,huai zhang_pers/30,1,1.0,0.10
184,hubert siejkowski_pers/23,14,1.0,0.10
185,hui lin xing_pers/30,1,1.0,0.10
186,igor wojnicki_pers/8,3,1.0,0.10
187,ilkay altintas_pers/18,26,1.0,0.10
188,ilya i. mokhov_pers/18,26,1.0,0.10
189,irena roterman-konieczna_pers/22,28,1.0,0.10
190,irena roterman_pers/22,28,1.0,0.10
191,j. lhomme_pers/18,26,1.0,0.10
192,j. santoso_pers/18,26,1.0,0.10
193,jacek dajda_pers/27,27,1.0,0.10
194,jacek kitowski_pers/5,29,1.0,0.10
195,jacek moscinski_pers/6,7,1.0,0.10
196,jack j. dongarra_pers/9,30,1.0,0.10
197,jacob unterman_pers/7,16,1.0,0.10
198,jakub andrzejewski_pers/22,28,1.0,0.10
199,jakub bujas_pers/8,3,1.0,0.10
200,jakub dziwisz_pers/11,6,1.0,0.10
201,jakub sendor_pers/5,29,1.0,0.10
202,jakub t. moscicki_pers/20,23,1.0,0.10
203,jakub wach_pers/10,15,1.0,0.10
204,james b. s. g. greensky_pers/30,1,1.0,0.10
205,james j. suter_pers/10,15,1.0,0.10
206,jamie shiers_pers/20,23,1.0,0.10
207,jan blasiak_pers/28,10,1.0,0.10
208,jan dzwinel_pers/28,10,1.0,0.10
209,jan meizner_pers/10,15,1.0,0.10
210,jan pieczykolan_pers/5,29,1.0,0.10
211,jan stypka_pers/27,27,1.0,0.10
212,janusz slawek_pers/7,16,1.0,0.10
213,jarek nabrzyski_pers/9,30,1.0,0.10
214,jaroslaw dabrowski_pers/4,17,1.0,0.10
215,jaroslaw iwaszkiewicz_pers/23,14,1.0,0.10
216,javier rubio-loyola_pers/19,11,1.0,0.10
217,jens volkert_pers/32,8,1.0,0.10
218,jeroen broekhuijsen_pers/10,15,1.0,0.10
219,jerzy wasniewski_pers/16,18,1.0,0.10
220,jessica schmidt_pers/30,1,1.0,0.10
221,jesús labarta_pers/9,30,1.0,0.10
222,jie tao_pers/32,8,1.0,0.10
223,joan serrat 0001_pers/19,11,1.0,0.10
224,joan serrat-fernández_pers/19,11,1.0,0.10
225,joanna kijak_pers/17,12,1.0,0.10
226,joanna kocot_pers/10,15,1.0,0.10
227,joanna patrzyk_pers/17,12,1.0,0.10
228,joanna plazek_pers/6,7,1.0,0.10
229,johann krammer_pers/29,9,1.0,0.10
230,john hughes_pers/27,27,1.0,0.10
231,jonas sala_pers/15,5,1.0,0.10
232,jonathan c. mclane_pers/30,1,1.0,0.10
233,joris borgdorff_pers/10,15,1.0,0.10
234,josu martinez_pers/13,25,1.0,0.10
235,jozef kotus_pers/23,14,1.0,0.10
236,juan arenas_pers/16,18,1.0,0.10
237,juan c. burguillo_pers/27,27,1.0,0.10
238,jörg stiller_pers/6,7,1.0,0.10
239,jörg trinitis_pers/32,8,1.0,0.10
240,k. a. karasavvas_pers/18,26,1.0,0.10
241,k. reeves_pers/29,9,1.0,0.10
242,kamil figiela_pers/10,15,1.0,0.10
243,kamil górka_pers/16,18,1.0,0.10
244,kamil iskra_pers/18,26,1.0,0.10
245,kamil mazurek_pers/12,0,1.0,0.10
246,kamil pietak_pers/27,27,1.0,0.10
247,kamil sterna_pers/17,12,1.0,0.10
248,karol grzegorczyk_pers/25,21,1.0,0.10
249,karol wawrzyniak_pers/23,14,1.0,0.10
250,katarzyna prymula_pers/22,28,1.0,0.10
251,katarzyna rycerz_pers/10,15,1.0,0.10
252,katarzyna zajac 0001_pers/10,15,1.0,0.10
253,kazimierz balos_pers/5,29,1.0,0.10
254,kazimierz wiatr_pers/23,14,1.0,0.10
255,kevin hammond_pers/27,27,1.0,0.10
256,kinga salapa_pers/22,28,1.0,0.10
257,kirk e. jordan_pers/2,13,1.0,0.10
258,klaus ullmann_pers/9,30,1.0,0.10
259,klemens noga_pers/23,14,1.0,0.10
260,konrad gadek_pers/27,27,1.0,0.10
261,konrad jopek_pers/5,29,1.0,0.10
262,kornel skalkowski_pers/5,29,1.0,0.10
263,kristof theys_pers/10,15,1.0,0.10
264,krystian pawlik_pers/10,15,1.0,0.10
265,krzysztof banas_pers/6,7,1.0,0.10
266,krzysztof benedyczak_pers/23,14,1.0,0.10
267,krzysztof borowski_pers/4,17,1.0,0.10
268,krzysztof boryczko_pers/6,7,1.0,0.10
269,krzysztof cetnarowicz_pers/27,27,1.0,0.10
270,krzysztof dzwinel_pers/28,10,1.0,0.10
271,krzysztof guzy_pers/5,29,1.0,0.10
272,krzysztof j. cios_pers/28,10,1.0,0.10
273,krzysztof korcyl_pers/5,29,1.0,0.10
274,krzysztof kurowski_pers/10,15,1.0,0.10
275,krzysztof magiera_pers/26,20,1.0,0.10
276,krzysztof nawrocki_pers/23,14,1.0,0.10
277,krzysztof sowa-pieklo_pers/32,8,1.0,0.10
278,krzysztof sowa_pers/32,8,1.0,0.10
279,krzysztof wilaszek_pers/8,3,1.0,0.10
280,krzysztof wilk_pers/10,15,1.0,0.10
281,krzysztof zielinski_pers/25,21,1.0,0.10
282,kuba rozkwitalski_pers/11,6,1.0,0.10
283,ladislav hluchý_pers/9,30,1.0,0.10
284,lechoslaw trebacz_pers/24,4,1.0,0.10
285,leonardo mariani_pers/13,25,1.0,0.10
286,leszek siwik_pers/27,27,1.0,0.10
287,liang zheng_pers/30,1,1.0,0.10
288,louis o. hertzberger_pers/18,26,1.0,0.10
289,ludovic henrio_pers/10,15,1.0,0.10
290,luis menezes_pers/15,5,1.0,0.10
291,lukas wegmeth_pers/15,5,1.0,0.10
292,lukasz dutka_pers/23,14,1.0,0.10
293,lukasz faber_pers/27,27,1.0,0.10
294,lukasz flis_pers/23,14,1.0,0.10
295,lukasz nocun_pers/14,24,1.0,0.10
296,lukasz rauch_pers/23,14,1.0,0.10
297,lukasz skital_pers/5,29,1.0,0.10
298,m. charley kameyama_pers/30,1,1.0,0.10
299,m. damon_pers/30,1,1.0,0.10
300,m. gajecki_pers/6,7,1.0,0.10
301,m. magdón_pers/4,17,1.0,0.10
302,m. mechtel_pers/29,9,1.0,0.10
303,m. renczynska-wyrobek_pers/2,13,1.0,0.10
304,maciej dudek_pers/5,29,1.0,0.10
305,maciej filocha_pers/23,14,1.0,0.10
306,maciej golenia_pers/11,6,1.0,0.10
307,maciej golik_pers/23,14,1.0,0.10
308,maciej grzegorczyk_pers/5,29,1.0,0.10
309,maciej kuzniar_pers/6,7,1.0,0.10
310,maciej malawski_pers/10,15,1.0,0.10
311,maciej nabozny_pers/23,14,1.0,0.10
312,maciej paszynski_pers/26,20,1.0,0.10
313,maciej pawlik_pers/10,15,1.0,0.10
314,maciej twardy_pers/23,14,1.0,0.10
315,maciej zientarski_pers/9,30,1.0,0.10
316,magda szopa_pers/23,14,1.0,0.10
317,magdalena strzoda_pers/26,20,1.0,0.10
318,malgorzata krakowian_pers/23,14,1.0,0.10
319,malgorzata tomanek_pers/23,14,1.0,0.10
320,malgorzata wielgus_pers/14,24,1.0,0.10
321,malgorzata zabinska_pers/27,27,1.0,0.10
322,marcelina borcz_pers/23,14,1.0,0.10
323,marcin grzegorzek_pers/15,5,1.0,0.10
324,marcin jarzab_pers/25,21,1.0,0.10
325,marcin koch_pers/24,4,1.0,0.10
326,marcin kurdziel_pers/26,20,1.0,0.10
327,marcin los_pers/27,27,1.0,0.10
328,marcin nowak_pers/10,15,1.0,0.10
329,marcin pospieszny_pers/23,14,1.0,0.10
330,marcin radecki_pers/23,14,1.0,0.10
331,marcin smetek_pers/24,4,1.0,0.10
332,marcin stolarek_pers/23,14,1.0,0.10
333,marcin szelc_pers/23,14,1.0,0.10
334,marco danelutto_pers/9,30,1.0,0.10
335,marco nichau_pers/3,31,1.0,0.10
336,marek kasztelnik_pers/10,15,1.0,0.10
337,marek kisiel-dorohinicki_pers/27,27,1.0,0.10
338,marek kochanczyk_pers/22,28,1.0,0.10
339,marek kowalski_pers/23,14,1.0,0.10
340,marek magrys_pers/23,14,1.0,0.10
341,marek piascik_pers/25,21,1.0,0.10
342,marek pogoda_pers/6,7,1.0,0.10
343,marek wieczorek_pers/11,6,1.0,0.10
344,marek zaionc_pers/27,27,1.0,0.10
345,margaret balcerzak_pers/26,20,1.0,0.10
346,maria stanislawa magdon-maksymowicz_pers/4,17,1.0,0.10
347,marian bubak_pers/10,15,1.0,0.10
348,mariusz kope_pers/7,16,1.0,0.10
349,mariusz mamonski_pers/10,15,1.0,0.10
350,mariusz sterzel_pers/23,14,1.0,0.10
351,mariusz witek_pers/23,14,1.0,0.10
352,markus bode_pers/3,31,1.0,0.10
353,markus schmid_pers/13,25,1.0,0.10
354,marlon e. pierce_pers/21,19,1.0,0.10
355,marta panuszewska_pers/26,20,1.0,0.10
356,martin bobák_pers/19,11,1.0,0.10
357,martin g. metzker_pers/19,11,1.0,0.10
358,martin koehler_pers/16,18,1.0,0.10
359,martin schulz 0001_pers/29,9,1.0,0.10
360,massimo lamanna_pers/19,11,1.0,0.10
361,matei ripeanu_pers/11,6,1.0,0.10
362,mateusz banach_pers/22,28,1.0,0.10
363,mateusz godzik_pers/27,27,1.0,0.10
364,mateusz kosibowicz_pers/22,28,1.0,0.10
365,mateusz kupisz_pers/11,6,1.0,0.10
366,mateusz paciorek_pers/27,27,1.0,0.10
367,mateusz paciorekl_pers/26,20,1.0,0.10
368,mateusz piech_pers/27,27,1.0,0.10
369,mateusz starzec_pers/27,27,1.0,0.10
370,matthew g. knepley_pers/30,1,1.0,0.10
371,matthias assel_pers/10,15,1.0,0.10
372,matthieu morel_pers/9,30,1.0,0.10
373,matti heikkurinen_pers/19,11,1.0,0.10
374,mehmet a. nacar_pers/21,19,1.0,0.10
375,mehmet s. aktas_pers/21,19,1.0,0.10
376,michael garbas_pers/3,31,1.0,0.10
377,michael gerndt_pers/29,9,1.0,0.10
378,michael m. resch_pers/9,30,1.0,0.10
379,michael oberhuber_pers/29,9,1.0,0.10
380,michael r. knox_pers/30,1,1.0,0.10
381,michal bluj_pers/23,14,1.0,0.10
382,michal dwuznik_pers/23,14,1.0,0.10
383,michal dyrda_pers/17,12,1.0,0.10
384,michal janczykowski_pers/5,29,1.0,0.10
385,michal kapalka_pers/10,15,1.0,0.10
386,michal konarski_pers/27,27,1.0,0.10
387,michal krok_pers/20,23,1.0,0.10
388,michal lopuszynski_pers/23,14,1.0,0.10
389,michal niec_pers/14,24,1.0,0.10
390,michal orzechowski_pers/10,15,1.0,0.10
391,michal pelczar_pers/10,15,1.0,0.10
392,michal piotrowski_pers/8,3,1.0,0.10
393,michal radziszewski_pers/6,7,1.0,0.10
394,michal slaski_pers/27,27,1.0,0.10
395,michal swatowski_pers/22,28,1.0,0.10
396,michal trzeciak_pers/23,14,1.0,0.10
397,michal turala_pers/23,14,1.0,0.10
398,michal wegiel_pers/4,17,1.0,0.10
399,mike r. knox_pers/30,1,1.0,0.10
400,mikolaj baranowski_pers/18,26,1.0,0.10
401,milosz zdybal_pers/23,14,1.0,0.10
402,miroslav zivkovic_pers/18,26,1.0,0.10
403,monika piwowar_pers/22,28,1.0,0.10
404,márcia a. inda_pers/18,26,1.0,0.10
405,n. b. melnikova_pers/18,26,1.0,0.10
406,nan zhang_pers/30,1,1.0,0.10
407,norbert meyer_pers/23,14,1.0,0.10
408,olav hansen_pers/15,5,1.0,0.10
409,oleg v. vasilyev_pers/26,20,1.0,0.10
410,olivier hoenen_pers/10,15,1.0,0.10
411,ondrej habala_pers/19,11,1.0,0.10
412,onn shehory_pers/13,25,1.0,0.10
413,otto rienhoff_pers/9,30,1.0,0.10
414,owen appleton_pers/19,11,1.0,0.10
415,p. mättig_pers/29,9,1.0,0.10
416,pablo lamata_pers/18,26,1.0,0.10
417,paola grosso_pers/18,26,1.0,0.10
418,patryk lason_pers/23,14,1.0,0.10
419,patryk orzechowski_pers/7,16,1.0,0.10
420,paul t. groth_pers/18,26,1.0,0.10
421,pawel chorazyk_pers/27,27,1.0,0.10
422,pawel gepner_pers/5,29,1.0,0.10
423,pawel gosztyla_pers/31,22,1.0,0.10
424,pawel hodurek_pers/24,4,1.0,0.10
425,pawel j. matuszyk_pers/7,16,1.0,0.10
426,pawel jurczyk_pers/11,6,1.0,0.10
427,pawel koperek_pers/11,6,1.0,0.10
428,pawel pawlowicz_pers/14,24,1.0,0.10
429,pawel pierzchala_pers/10,15,1.0,0.10
430,pawel pikula_pers/14,24,1.0,0.10
431,pawel plaszczak_pers/10,15,1.0,0.10
432,pawel swierszcz_pers/12,0,1.0,0.10
433,pawel topa_pers/26,20,1.0,0.10
434,pawel wolniewicz_pers/23,14,1.0,0.10
435,pawel wróblewski_pers/7,16,1.0,0.10
436,peter bloem_pers/18,26,1.0,0.10
437,peter brezany_pers/32,8,1.0,0.10
438,peter brunner_pers/11,6,1.0,0.10
439,peter buchholz 0002_pers/29,9,1.0,0.10
440,peter fritzson_pers/15,5,1.0,0.10
441,peter m. a. sloot_pers/10,15,1.0,0.10
442,peter skov_pers/15,5,1.0,0.10
443,peter v. coveney_pers/10,15,1.0,0.10
444,pieter libin_pers/10,15,1.0,0.10
445,piotr anielski_pers/27,27,1.0,0.10
446,piotr bala_pers/23,14,1.0,0.10
447,piotr blaszczyk_pers/27,27,1.0,0.10
448,piotr godowski_pers/5,29,1.0,0.10
449,piotr handzlik_pers/24,4,1.0,0.10
450,piotr iwo wójcik_pers/26,20,1.0,0.10
451,piotr kala_pers/27,27,1.0,0.10
452,piotr kustra_pers/23,14,1.0,0.10
453,piotr luszczek_pers/11,6,1.0,0.10
454,piotr machner_pers/9,30,1.0,0.10
455,piotr malecki_pers/23,14,1.0,0.10
456,piotr martyna_pers/17,12,1.0,0.10
457,piotr metel_pers/24,4,1.0,0.10
458,piotr nawrocki_pers/25,21,1.0,0.10
459,piotr nowakowski_pers/10,15,1.0,0.10
460,piotr ochlawski_pers/22,28,1.0,0.10
461,piotr pawliczek_pers/31,22,1.0,0.10
462,piotr pegiel_pers/5,29,1.0,0.10
463,piotr wawrykal_pers/26,20,1.0,0.10
464,piotr wiecek_pers/22,28,1.0,0.10
465,piotr wójcik_pers/23,14,1.0,0.10
466,przemyslaw czerwinski_pers/32,8,1.0,0.10
467,przemyslaw dabek_pers/14,24,1.0,0.10
468,przemyslaw majewski_pers/27,27,1.0,0.10
469,r. chrobak_pers/6,7,1.0,0.10
470,radoslaw gembarowski_pers/24,4,1.0,0.10
471,radoslaw maruszewski_pers/9,30,1.0,0.10
472,radoslaw rowicki_pers/23,14,1.0,0.10
473,radoslaw trzcionkowski_pers/8,3,1.0,0.10
474,rafal kluszczynski_pers/23,14,1.0,0.10
475,rafal lichwala_pers/23,14,1.0,0.10
476,rafal orlowski_pers/24,4,1.0,0.10
477,rafal tylman_pers/23,14,1.0,0.10
478,rafal wcislo_pers/26,20,1.0,0.10
479,rahul panday_pers/30,1,1.0,0.10
480,rainer koppler_pers/32,8,1.0,0.10
481,ralf ebner 0001_pers/3,31,1.0,0.10
482,ralph koning_pers/18,26,1.0,0.10
483,ralph müller-pfefferkorn_pers/29,9,1.0,0.10
484,ramin yahyapour_pers/9,30,1.0,0.10
485,ramon doallo_pers/11,6,1.0,0.10
486,raphael sangeda_pers/10,15,1.0,0.10
487,raül sirvent_pers/9,30,1.0,0.10
488,reginald cushing_pers/18,26,1.0,0.10
489,reinhard neumann_pers/29,9,1.0,0.10
490,renata slota_pers/5,29,1.0,0.10
491,renato campo_pers/15,5,1.0,0.10
492,richard knight_pers/16,18,1.0,0.10
493,robert brzoza-woch_pers/25,21,1.0,0.10
494,robert chrzan_pers/2,13,1.0,0.10
495,robert g. belleman_pers/18,26,1.0,0.10
496,robert j. meijer_pers/18,26,1.0,0.10
497,robert marcjan_pers/27,27,1.0,0.10
498,robert pajak_pers/23,14,1.0,0.10
499,robert samborski_pers/11,6,1.0,0.10
500,robert szymacha_pers/25,21,1.0,0.10
501,roberto ruiz_pers/29,9,1.0,0.10
502,roksana rózanska_pers/23,14,1.0,0.10
503,roland wismüller_pers/29,9,1.0,0.10
504,roman debski_pers/27,27,1.0,0.10
505,roman janusz_pers/14,24,1.0,0.10
506,rosa m. badia_pers/9,30,1.0,0.10
507,roy williams_pers/18,26,1.0,0.10
508,rudolf j. strijkers_pers/18,26,1.0,0.10
509,rudolph l. maxwell_pers/30,1,1.0,0.10
510,ryszard gokieli_pers/23,14,1.0,0.10
511,s. m. wang_pers/30,1,1.0,0.10
512,sascha skorupa_pers/18,26,1.0,0.10
513,schahram dustdar_pers/9,30,1.0,0.10
514,sebastian ernst_pers/8,3,1.0,0.10
515,sebastian feduniak_pers/4,17,1.0,0.10
516,sebastian lakomy_pers/27,27,1.0,0.10
517,sebastian wurm_pers/15,5,1.0,0.10
518,sergei gorlatch_pers/9,30,1.0,0.10
519,seyran saeedi_pers/7,16,1.0,0.10
520,shea miller_pers/31,22,1.0,0.10
521,shenyi song_pers/30,1,1.0,0.10
522,shuo m. wang_pers/30,1,1.0,0.10
523,shuxia zhang_pers/30,1,1.0,0.10
524,siegfried benkner_pers/16,18,1.0,0.10
525,siegfried grabner_pers/32,8,1.0,0.10
526,simon meurer_pers/15,5,1.0,0.10
527,simon portegies zwart_pers/10,15,1.0,0.10
528,slawomir goryczka_pers/26,20,1.0,0.10
529,slawomir zielinski_pers/25,21,1.0,0.10
530,spiros koulouzis_pers/18,26,1.0,0.10
531,stan matwin_pers/31,22,1.0,0.10
532,stanislaw ambroszkiewicz_pers/14,24,1.0,0.10
533,stefan j. zasada_pers/10,15,1.0,0.10
534,steven wood_pers/16,18,1.0,0.10
535,stijn imbrechts_pers/10,15,1.0,0.10
536,susheel varma_pers/10,15,1.0,0.10
537,syed naqvi_pers/17,12,1.0,0.10
538,syed wajahat abbas kazmi_pers/3,31,1.0,0.10
539,szymon engel_pers/6,7,1.0,0.10
540,szymon mentel_pers/27,27,1.0,0.10
541,szymon szominski_pers/14,24,1.0,0.10
542,t. harenberg_pers/29,9,1.0,0.10
543,t. kryza_pers/5,29,1.0,0.10
544,t. szymocha_pers/5,29,1.0,0.10
545,tadeusz j. popiela_pers/2,13,1.0,0.10
546,tadeusz szymocha_pers/23,14,1.0,0.10
547,tao jiang_pers/10,15,1.0,0.10
548,taras v. gerya_pers/30,1,1.0,0.10
549,thierry priol_pers/9,30,1.0,0.10
550,thomas bemmerl_pers/29,9,1.0,0.10
551,thomas erlebach_pers/3,31,1.0,0.10
552,thomas fahringer_pers/9,30,1.0,0.10
553,thomas ludwig 0002_pers/29,9,1.0,0.10
554,thomas rüter_pers/9,30,1.0,0.10
555,thomas schaaf_pers/19,11,1.0,0.10
556,thomas william_pers/29,9,1.0,0.10
557,thérèse ouellet_pers/31,22,1.0,0.10
558,timo m. breit_pers/18,26,1.0,0.10
559,tingxing dong_pers/30,1,1.0,0.10
560,tom lenaerts_pers/27,27,1.0,0.10
561,tomasz arodz_pers/7,16,1.0,0.10
562,tomasz bartynski_pers/10,15,1.0,0.10
563,tomasz grabarczyk_pers/23,14,1.0,0.10
564,tomasz grabiec_pers/17,12,1.0,0.10
565,tomasz gubala_pers/10,15,1.0,0.10
566,tomasz jadczyk_pers/10,15,1.0,0.10
567,tomasz kowal_pers/14,24,1.0,0.10
568,tomasz krupa_pers/27,27,1.0,0.10
569,tomasz mikolajczyk_pers/10,15,1.0,0.10
570,tomasz pachana_pers/8,3,1.0,0.10
571,tomasz piontek_pers/10,15,1.0,0.10
572,tomasz rozen_pers/6,7,1.0,0.10
573,tomasz sosnicki_pers/23,14,1.0,0.10
574,tomasz szepieniec_pers/23,14,1.0,0.10
575,tomasz szydlo_pers/25,21,1.0,0.10
576,tomasz wójcik_pers/27,27,1.0,0.10
577,tomir kryza_pers/28,10,1.0,0.10
578,uwe schwiegelshohn_pers/9,30,1.0,0.10
579,vaidy s. sunderam_pers/11,6,1.0,0.10
580,valeria v. krzhizhanovskaya_pers/18,26,1.0,0.10
581,vincent m. wheeler_pers/30,1,1.0,0.10
582,vito baggiolini_pers/25,21,1.0,0.10
583,vladimir getov_pers/9,30,1.0,0.10
584,vladimir janjic_pers/27,27,1.0,0.10
